V161003,V161086,V161087,V161088,V161089,V161090,V161091,V161092,V161093,V161094,V161095,V161096,V161109,V161126,V161134A,V161178,V161181,V161184,V161187,V161189,V161198,V161201,V161295,V161361X,V162096,V162097,V162098,V162099,V162100,V162101,V162105
4,0,70,50,50,50,70,70,40,50,60,70,2,4,-1,99,5,99,3,4,7,3,60,13,30,0,100,40,40,50,40
3,4,60,31,31,26,29,1,60,33,2,70,3,4,-1,6,99,2,3,6,6,6,34,19,88,31,66,86,49,50,60
3,70,0,50,50,50,10,85,85,50,100,20,3,99,-1,5,99,1,3,5,6,1,56,21,77,83,100,77,41,43,39
3,0,60,-99,-99,-99,100,1,2,-99,2,70,0,7,48,1,4,7,3,7,7,99,45,21,2,1,1,100,48,99,50
2,100,0,40,40,40,40,100,100,60,100,85,2,99,100,99,7,7,1,6,7,5,40,2,-7,-7,-7,-7,-7,-7,-7
2,0,90,20,15,0,90,0,0,-99,0,85,2,6,-1,3,4,4,1,3,6,3,30,21,70,0,70,85,70,100,70
2,100,15,40,70,30,60,100,85,40,85,15,3,2,-1,1,4,4,1,1,1,4,37,17,70,84,72,70,70,71,85
3,10,10,50,50,50,50,70,10,50,50,50,4,4,-1,99,99,99,1,7,99,99,50,5,50,50,50,50,50,50,50
1,15,70,50,50,50,50,10,60,50,15,85,2,6,-1,5,6,3,3,7,7,6,98,18,0,10,30,80,80,100,100
4,0,85,0,15,0,100,0,0,-99,15,85,3,6,48,1,6,6,3,6,7,6,44,21,24,0,70,85,85,91,85
1,50,85,15,15,15,85,50,50,15,50,50,3,4,50,4,4,4,2,4,4,4,45,25,-6,-6,-6,-6,-6,-6,-6
1,0,95,10,0,0,90,10,0,0,10,75,1,6,-1,2,1,7,2,7,6,5,-1,24,0,15,15,50,50,70,50
2,0,85,50,40,0,85,0,0,30,0,85,4,99,45,7,99,99,3,99,99,99,-1,18,50,50,50,100,60,50,0
4,8,6,40,32,28,69,16,16,-99,15,30,0,4,48,3,5,2,3,6,4,3,53,18,41,36,61,62,32,79,40
3,2,52,61,-99,-99,-99,16,1,-99,50,52,3,4,100,99,99,99,3,4,99,99,40,3,-6,-6,-6,-6,-6,-6,-6
2,85,2,11,13,88,50,94,90,-99,72,33,1,2,-1,6,6,1,1,2,2,1,-1,26,89,90,76,81,89,6,79
2,85,0,70,70,85,0,85,100,-99,70,0,3,2,70,5,5,1,3,99,99,1,-1,11,40,60,40,85,30,30,40
2,99,3,-99,-99,-99,70,99,87,-99,99,71,0,99,85,3,6,5,1,3,7,1,40,13,85,70,100,70,70,50,85
2,0,100,-99,-99,-99,85,0,15,-99,30,85,0,99,48,2,99,5,3,99,7,3,-1,9,-6,-6,-6,-6,-6,-6,-6
3,0,80,50,50,20,85,0,25,-99,10,80,1,7,38,1,7,7,3,7,7,7,40,22,1,15,50,50,50,70,50
1,40,30,60,50,60,70,70,85,69,40,0,1,2,60,4,3,4,1,3,4,3,40,23,85,70,70,50,40,30,50
2,0,85,60,50,30,85,15,50,50,35,90,2,6,-1,4,6,7,3,7,7,4,15,19,15,4,16,50,75,93,78
1,61,1,51,76,1,49,91,50,50,73,27,3,2,30,3,99,99,3,99,99,99,40,21,63,72,55,69,37,24,53
2,30,85,50,50,15,70,15,60,50,30,70,1,5,45,2,5,7,3,6,5,6,-1,-9,47,45,15,51,55,68,76
4,70,0,60,60,50,40,85,85,30,70,30,3,99,-1,99,4,99,2,99,99,3,30,7,0,60,50,100,85,85,0
3,70,0,-99,-99,50,60,100,70,-99,70,15,1,2,54,4,99,3,1,4,4,3,70,26,40,40,40,50,50,20,50
2,85,0,50,50,70,30,85,85,50,70,15,3,3,-1,5,3,99,1,3,3,2,45,27,-6,-6,-6,-6,-6,-6,-6
2,0,41,16,51,1,86,42,61,62,16,31,0,6,-1,1,6,7,3,7,7,6,45,22,17,16,17,85,86,52,72
2,0,70,50,50,50,50,0,0,50,0,70,4,6,-1,3,3,7,3,5,3,3,-1,22,60,0,70,100,85,100,70
2,71,1,0,1,51,1,96,72,-99,80,0,2,99,-1,7,5,5,3,6,1,3,-1,19,61,16,85,70,16,41,31
4,60,0,1,50,0,82,83,71,34,70,1,3,99,100,99,7,4,1,4,7,4,-1,3,0,30,60,50,50,40,50
2,30,100,50,50,50,85,30,40,50,0,85,0,6,-1,5,7,5,1,6,7,4,-1,1,0,0,40,85,60,85,85
1,-99,30,60,50,50,60,85,70,30,85,40,2,99,66,99,99,5,1,99,4,4,40,9,-6,-6,-6,-6,-6,-6,-6
4,0,70,-99,-99,15,70,0,30,-99,15,60,1,6,-1,2,5,6,3,6,6,99,54,14,51,16,61,50,40,79,63
1,40,1,50,50,52,31,85,85,49,40,13,0,2,51,4,4,1,1,5,3,2,40,17,85,70,10,90,10,40,50
4,60,60,70,60,70,50,85,70,70,70,85,1,3,52,4,4,3,2,4,4,4,-1,13,80,50,100,70,85,85,70
2,51,1,40,65,49,1,89,51,-99,35,2,0,1,-1,5,4,2,1,4,4,1,38,12,85,85,100,50,50,40,50
4,50,30,50,40,60,60,85,60,50,70,60,3,3,-1,5,6,6,1,6,4,2,45,25,60,70,70,70,60,40,70
2,71,52,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-9,-1,-9,-9,-9,-9,-9,5,5,-1,-9,50,51,84,52,99,52,61
2,60,60,70,50,50,50,70,70,50,50,50,0,4,45,2,1,7,1,7,4,4,45,19,40,60,30,100,60,85,15
2,40,40,50,50,50,50,0,40,50,40,60,2,99,-1,4,4,6,1,2,4,4,-1,20,-6,-6,-6,-6,-6,-6,-6
2,65,0,65,80,50,40,77,60,50,65,30,0,2,50,7,2,1,1,2,2,1,-9,3,50,95,90,50,10,15,10
4,70,15,69,61,71,61,99,76,73,89,62,0,3,80,99,4,4,1,99,4,4,5,13,70,-9,85,85,85,70,85
2,0,60,50,50,50,50,0,0,50,-99,60,4,4,60,4,5,5,3,7,7,7,-1,14,50,32,70,50,60,60,50
4,71,0,51,79,57,51,85,45,-99,64,29,3,3,54,5,4,5,1,3,4,3,20,18,83,80,70,76,36,56,45
3,30,0,-99,50,-99,-99,90,65,-99,60,50,0,2,-1,5,2,2,1,4,2,3,-1,1,-6,-6,-6,-6,-6,-6,-6
2,50,50,50,60,60,50,70,70,50,60,50,0,2,50,4,99,1,2,99,99,1,-1,2,60,60,50,60,50,50,40
1,0,100,-99,-99,-99,-99,0,0,-99,0,0,1,6,-1,1,7,7,2,7,99,99,40,28,1,0,97,99,98,99,97
2,60,0,40,85,70,0,70,40,-99,60,0,2,1,46,7,1,1,1,1,1,1,30,21,100,50,100,100,0,0,0
2,15,0,15,50,0,0,30,15,0,0,0,4,2,48,7,3,1,1,3,1,1,-1,23,85,100,100,100,0,60,40
2,0,85,40,30,0,70,0,15,-99,0,15,3,6,39,1,7,7,3,7,7,6,40,24,15,0,15,85,71,85,85
4,17,41,-99,-99,-99,-99,51,51,-99,31,31,4,4,-1,6,5,3,1,5,7,1,-1,19,40,33,82,81,62,32,69
3,1,51,50,50,50,51,1,2,50,0,51,2,4,-1,1,4,7,2,7,7,4,40,1,50,31,65,50,51,60,50
3,64,1,51,70,52,0,71,44,50,47,11,4,1,-1,7,1,1,1,1,1,1,19,14,100,85,75,85,15,25,30
1,4,60,30,-99,50,60,0,0,-99,30,50,2,6,-1,2,5,6,3,6,7,4,40,28,54,30,64,62,36,66,70
2,60,70,60,70,50,70,60,70,-99,30,40,2,5,-1,4,5,3,1,6,5,1,45,23,-6,-6,-6,-6,-6,-6,-6
2,2,85,51,50,52,51,3,31,51,0,71,0,99,-1,1,6,5,3,7,7,99,-1,11,0,31,87,85,52,100,85
3,95,0,85,50,75,0,90,85,85,60,30,3,2,48,5,1,2,1,4,2,2,18,20,100,80,75,70,40,30,40
3,69,17,48,54,54,49,100,63,52,12,7,2,99,60,4,4,4,1,4,4,4,40,1,87,88,84,86,84,99,70
2,60,0,60,70,53,0,70,40,50,41,8,1,2,-1,7,5,2,1,3,2,3,60,25,50,75,90,100,10,15,50
1,100,0,30,50,85,50,100,100,50,100,50,3,2,52,6,6,1,1,3,1,1,56,24,85,100,85,85,15,0,50
3,70,0,50,50,-99,50,100,60,50,70,50,1,99,-1,5,5,2,1,3,4,3,24,17,85,70,70,70,40,60,50
3,0,85,50,50,50,50,30,50,50,40,60,1,5,50,3,4,5,3,5,6,4,50,26,50,30,70,99,61,71,50
5,85,16,51,38,79,5,100,96,-99,91,26,1,3,53,5,2,3,1,7,2,3,50,26,70,100,30,83,36,50,50
2,100,0,-99,-99,85,50,100,85,-99,85,50,0,99,-1,99,99,3,1,4,1,2,-1,7,92,79,70,100,70,79,70
3,50,30,60,70,40,70,85,50,60,60,60,0,4,80,3,7,99,1,5,6,1,40,12,85,70,40,85,85,30,85
2,71,0,41,31,70,31,85,71,49,98,2,1,2,70,99,99,99,1,99,99,99,40,15,79,86,72,80,50,64,64
3,70,2,-99,-99,84,40,78,84,-99,65,30,2,2,52,4,4,3,1,4,3,2,50,21,85,85,85,85,60,65,85
1,70,30,60,50,70,15,85,85,60,70,15,4,4,54,5,5,2,3,3,3,3,50,24,70,60,70,60,15,15,40
2,0,61,-99,-99,-99,-99,25,7,-99,8,62,1,6,48,3,5,99,3,4,4,7,50,22,21,3,23,40,50,70,50
1,17,41,17,9,30,70,31,15,70,6,61,1,6,-1,3,4,5,3,6,4,4,40,27,16,16,16,60,70,71,51
2,2,100,50,50,50,100,16,1,50,50,75,0,6,-1,6,7,2,1,99,3,1,-1,-5,-6,-6,-6,-6,-6,-6,-6
3,40,0,50,77,46,50,68,61,46,55,32,6,2,53,4,1,1,3,2,2,2,49,24,50,76,63,51,51,51,50
3,0,100,40,40,15,85,0,0,40,15,70,3,7,30,1,6,7,3,7,7,6,-1,11,4,17,2,50,59,76,61
4,40,60,30,30,30,30,15,30,30,30,30,1,99,-1,99,99,5,3,99,6,4,40,24,-6,-6,-6,-6,-6,-6,-6
1,0,85,-99,-99,0,100,0,0,-99,0,70,4,6,-1,3,6,6,3,5,4,5,-1,1,40,0,15,85,15,85,85
3,16,70,50,51,30,62,31,61,50,15,85,3,6,-1,2,2,1,1,5,6,6,45,28,50,40,50,60,40,70,50
3,30,1,-99,-99,-99,-99,50,0,-99,60,30,1,99,-1,2,7,4,3,6,6,4,-1,16,-6,-6,-6,-6,-6,-6,-6
1,100,1,17,18,100,0,100,85,32,100,1,0,2,60,7,2,99,1,1,1,1,-1,1,85,85,70,100,15,0,60
4,1,61,-99,-99,-99,-99,0,16,-99,51,50,0,99,-1,1,4,4,3,4,6,99,40,12,97,51,30,70,40,50,40
2,29,1,50,50,49,7,76,60,48,60,9,1,3,51,4,4,1,1,3,3,1,-1,15,72,85,71,60,39,44,60
2,32,61,50,51,51,62,31,40,51,31,85,4,6,-1,1,4,7,1,7,5,1,50,12,50,40,59,-9,61,97,50
1,50,50,60,50,60,60,100,50,60,-99,85,1,4,-1,5,5,5,2,4,4,4,-1,3,80,70,90,85,20,70,65
3,70,0,-99,-99,70,70,85,100,-99,60,15,1,3,55,6,7,2,1,1,6,4,-1,27,100,85,50,50,40,30,40
4,51,0,51,51,40,51,61,50,51,56,56,0,4,55,99,99,99,1,99,99,99,43,11,-6,-6,-6,-6,-6,-6,-6
3,40,70,-99,-99,-99,60,40,-99,-99,40,60,2,6,-1,4,6,5,3,6,6,6,-1,20,-6,-6,-6,-6,-6,-6,-6
4,15,60,50,50,50,50,15,85,50,50,15,0,99,46,99,7,1,3,1,7,99,40,7,-6,-6,-6,-6,-6,-6,-6
2,0,85,60,50,0,85,0,0,60,0,60,2,6,49,2,5,7,2,6,6,5,-1,21,40,30,60,85,60,70,70
1,0,60,0,0,0,99,0,0,0,0,0,4,99,0,99,99,99,3,99,99,99,30,1,0,50,50,100,0,50,50
4,55,35,50,50,85,5,80,90,-99,55,45,3,3,-1,3,5,99,1,3,3,3,50,27,49,49,49,50,51,45,51
2,18,71,51,51,52,52,33,61,52,42,63,2,4,-1,99,4,3,3,6,7,1,40,12,50,50,50,50,50,50,50
2,55,33,11,51,60,27,73,38,50,80,33,0,3,-1,5,3,3,1,3,3,3,-1,2,-6,-6,-6,-6,-6,-6,-6
3,16,41,31,-99,0,85,41,16,-99,16,31,1,5,-1,3,6,5,1,4,2,4,20,23,50,40,40,60,40,60,40
4,0,0,50,50,50,50,0,0,50,50,50,2,99,-1,4,5,1,1,7,7,1,40,11,-6,-6,-6,-6,-6,-6,-6
4,70,85,72,60,51,60,77,72,60,70,85,1,6,45,4,4,6,1,5,7,1,30,11,-6,-6,-6,-6,-6,-6,-6
4,0,62,77,0,51,50,7,40,50,9,85,2,6,-1,3,4,99,2,5,5,3,-1,11,0,11,50,41,79,97,70
2,99,0,40,50,90,40,100,90,50,100,0,0,2,55,7,4,1,1,2,1,1,40,-9,-6,-6,-6,-6,-6,-6,-6
2,85,50,60,60,50,50,100,70,50,85,30,2,99,-1,99,4,99,1,2,6,99,-1,5,-6,-6,-6,-6,-6,-6,-6
1,0,85,5,15,10,95,10,10,50,3,70,1,5,39,2,5,5,3,6,6,7,-1,4,-6,-6,-6,-6,-6,-6,-6
2,15,85,30,30,15,100,15,40,50,15,60,6,5,-1,1,4,1,3,6,4,7,60,12,51,1,15,60,31,50,30
3,3,70,-99,-99,2,84,31,41,-99,40,31,3,5,40,3,6,4,1,4,6,2,60,23,28,61,71,61,52,62,41
5,50,0,50,50,50,50,100,50,50,50,50,0,4,-1,4,4,4,1,3,1,4,40,2,-6,-6,-6,-6,-6,-6,-6
2,0,70,50,15,30,100,30,15,-99,0,60,4,5,-1,4,6,4,3,99,7,99,40,21,50,0,60,100,50,85,50
1,60,0,60,40,50,0,85,85,-99,70,0,2,2,55,6,4,7,1,5,4,3,50,28,85,85,70,70,0,15,40
2,70,0,60,40,50,15,70,85,50,85,40,3,2,70,6,2,99,1,5,3,3,45,18,85,85,50,50,70,50,50
1,0,30,30,0,-99,-99,0,30,-99,0,0,0,6,55,1,4,7,2,7,7,5,40,3,0,15,15,30,30,25,40
4,30,50,50,50,50,50,70,85,50,60,50,3,3,-1,4,4,4,1,4,4,1,45,7,100,85,70,85,60,30,60
5,0,50,85,0,1,0,50,0,0,0,31,5,99,77,7,5,5,3,5,3,3,25,23,-6,-6,-6,-6,-6,-6,-6
1,15,85,15,15,15,70,0,30,15,0,60,0,6,47,2,5,6,3,5,6,6,-1,25,-7,-7,-7,-7,-7,-7,-7
1,15,70,50,50,50,60,15,60,-99,30,60,2,6,-1,1,5,7,1,4,4,3,45,28,60,40,40,100,70,85,70
3,70,0,15,50,85,15,95,95,50,80,10,4,3,52,5,3,3,1,3,4,2,45,-9,100,100,100,100,40,35,40
2,15,30,50,0,50,50,15,15,50,15,30,1,5,70,1,4,7,1,7,7,4,50,26,90,10,0,70,90,70,80
1,99,0,1,1,60,2,100,98,0,99,0,1,2,52,7,4,1,1,1,1,1,50,27,100,100,100,100,100,40,100
1,100,0,62,14,85,0,100,99,70,100,0,2,1,-1,7,2,2,1,2,1,1,40,28,100,100,100,100,50,60,50
2,5,85,70,70,5,65,30,5,61,15,15,0,99,-1,3,3,4,3,6,6,2,-1,25,50,30,50,60,15,70,50
4,-99,-99,70,70,60,60,85,85,40,100,70,5,6,-1,7,4,6,2,5,1,3,-1,7,0,60,40,70,15,30,30
4,40,40,50,30,50,50,30,15,50,30,40,3,99,-1,2,5,7,1,6,6,6,32,24,30,50,30,100,50,50,50
1,85,0,30,60,85,30,100,70,60,85,15,1,1,52,7,2,1,1,1,1,1,45,17,85,85,85,85,40,70,50
2,85,0,30,50,70,15,100,85,30,70,15,1,2,46,5,2,2,1,3,3,2,45,26,50,70,60,50,40,40,50
3,85,15,50,50,85,30,85,100,50,85,15,1,99,55,3,99,99,3,99,99,99,50,21,70,50,100,70,50,50,70
1,100,15,31,17,100,15,100,85,51,86,54,1,4,-1,5,4,4,3,4,1,4,45,28,92,85,51,85,51,51,52
4,85,0,-99,-99,19,-99,53,51,-99,85,-99,1,99,95,99,99,99,1,99,7,5,-1,18,73,85,85,100,70,85,70
4,15,15,60,40,50,60,70,60,50,70,40,0,3,-1,4,3,4,1,3,6,4,45,5,90,69,58,43,22,59,30
2,15,30,60,-99,-99,-99,40,30,-99,15,30,0,5,54,3,4,6,3,6,5,4,45,21,50,40,40,50,60,60,40
2,57,1,15,8,51,3,72,78,20,51,51,0,99,-1,4,2,6,1,3,99,99,40,7,85,70,-9,50,0,30,0
1,90,0,32,46,78,0,99,90,-99,85,2,0,2,55,5,3,1,1,99,2,3,45,26,95,95,50,70,45,5,45
4,75,75,-99,-99,-99,-99,85,69,-99,63,58,0,99,60,99,99,7,3,5,5,6,60,27,30,51,30,40,70,70,42
2,0,93,0,2,0,50,0,0,50,0,99,3,6,47,99,99,6,2,99,7,99,40,19,31,14,48,50,52,91,53
2,50,40,51,-99,71,61,86,71,51,50,31,2,6,50,4,6,7,1,7,99,1,-1,14,51,49,50,69,50,48,50
1,61,2,-99,-99,-99,-99,85,51,-99,60,32,2,4,-1,6,3,1,1,4,2,1,45,12,-6,-6,-6,-6,-6,-6,-6
3,15,70,50,50,50,50,15,40,50,50,50,2,4,-1,2,4,99,3,5,4,4,36,23,0,50,50,70,50,50,50
1,0,60,70,100,0,40,15,0,50,40,40,2,2,42,6,1,1,1,2,2,2,25,15,15,70,85,100,30,50,40
2,0,85,40,50,50,60,0,2,-99,0,60,3,6,45,3,6,6,3,7,7,4,50,-9,-6,-6,-6,-6,-6,-6,-6
2,60,5,70,55,75,55,80,80,50,60,30,1,2,70,5,3,2,3,3,3,2,15,17,71,87,84,84,6,2,2
4,35,97,-99,-99,10,-99,-99,-99,-99,-99,-99,2,99,-1,1,7,7,3,5,7,7,20,13,2,1,51,60,61,98,60
2,77,0,50,50,50,50,100,87,50,87,0,2,99,-1,99,4,99,1,99,99,99,45,1,85,85,70,100,70,70,85
1,2,86,52,51,51,49,2,16,51,2,87,1,6,48,2,5,6,3,7,5,5,40,13,10,40,50,70,61,90,60
2,60,24,50,50,70,15,85,77,-99,77,30,1,3,56,5,3,2,1,5,6,2,36,28,80,75,60,74,61,16,75
4,17,2,-99,-99,-99,-99,43,33,-99,-99,-99,2,5,-1,99,99,4,1,99,6,1,-1,20,85,68,63,60,63,64,54
3,50,15,50,51,50,50,100,51,78,85,30,4,99,-1,99,4,3,1,4,4,3,58,15,50,51,50,85,50,2,-9
3,0,82,40,50,50,78,15,15,50,40,60,2,99,46,1,99,6,1,99,6,7,-1,15,50,50,70,100,50,50,50
1,60,0,50,40,50,15,70,50,50,60,15,3,4,-4,6,6,4,3,7,3,5,-1,11,0,40,95,90,70,85,41
1,0,85,50,50,60,85,0,0,-99,0,60,2,7,-1,2,7,7,3,7,6,6,-1,25,50,40,50,60,70,85,50
1,100,0,50,50,50,50,100,85,50,100,50,3,2,-4,1,7,4,1,5,4,4,30,15,97,69,84,97,80,86,73
2,30,85,-99,-99,30,85,15,15,-99,40,60,0,7,45,3,7,4,3,2,3,3,-1,19,30,0,0,85,60,100,70
1,0,85,100,100,0,15,65,0,100,10,10,2,1,-1,1,1,1,3,7,4,1,-1,28,55,-9,0,65,5,75,55
3,15,60,60,75,50,35,65,35,50,45,70,4,5,57,5,3,6,3,3,2,2,-1,24,40,70,40,70,30,70,50
2,12,31,70,50,50,43,25,40,50,45,45,1,5,43,3,3,6,3,5,99,4,40,1,50,50,40,60,40,60,40
2,60,15,50,50,50,50,100,60,50,60,15,4,99,-1,5,6,5,3,6,5,4,40,11,50,50,51,85,52,51,40
1,0,85,0,0,0,100,0,0,-99,0,70,0,6,37,3,6,5,3,5,6,6,-1,5,50,50,50,100,85,85,-9
2,90,0,-99,-99,-99,-99,90,90,-99,90,15,1,3,55,6,2,1,3,3,4,1,32,18,85,80,60,100,40,40,50
2,50,50,60,50,50,50,100,70,50,70,30,4,3,-1,7,3,1,3,5,1,1,44,22,-7,-7,-7,-7,-7,-7,-7
4,0,40,-99,-99,-99,-99,0,0,-99,40,60,2,5,-1,2,5,4,3,6,5,3,6,23,52,59,-9,88,20,91,85
4,85,0,60,60,60,60,100,60,60,60,60,3,99,-1,99,5,5,1,99,99,99,40,1,50,50,50,50,50,50,50
1,0,90,5,0,25,90,0,5,0,5,90,1,6,-1,2,6,5,3,7,6,6,20,27,30,10,10,90,70,90,85
1,85,0,-99,-99,85,0,100,85,-99,75,0,0,2,52,6,6,4,1,4,4,1,-1,1,85,85,85,85,60,0,70
1,100,0,50,50,85,30,100,100,60,100,15,1,3,-1,4,4,3,1,4,5,1,-1,21,85,100,70,85,70,70,70
2,0,95,0,0,0,75,0,0,15,0,70,0,6,40,1,4,7,3,7,7,6,30,-9,0,0,0,50,61,86,52
3,40,60,-99,-99,-99,40,15,100,-99,40,40,1,5,-1,4,4,1,3,5,7,3,-1,14,70,55,60,50,45,60,50
2,60,0,60,40,50,30,100,40,50,70,15,3,3,52,4,4,2,1,3,4,3,50,16,69,71,56,79,44,34,43
1,71,2,50,16,57,50,87,93,90,49,29,3,3,-1,99,3,2,3,5,99,2,20,28,21,31,75,51,16,55,9
1,0,100,52,49,52,51,2,1,50,1,100,4,99,-1,1,7,6,3,7,7,3,-1,16,40,70,85,60,70,85,50
3,60,0,15,58,51,14,85,60,50,60,15,3,1,65,6,1,2,1,2,2,1,25,15,100,85,70,85,15,0,15
2,60,30,50,40,60,15,85,60,50,60,30,2,5,58,4,3,2,1,2,4,99,-1,17,50,50,-9,75,40,50,-9
1,85,1,-99,-99,-99,-99,96,96,-99,76,0,5,4,65,99,99,99,1,99,99,99,40,9,-9,-9,-9,82,-9,-9,18
3,0,85,-99,-99,-99,-99,0,0,-99,0,100,2,6,-1,3,6,5,3,6,7,4,42,7,50,0,30,70,40,60,60
4,50,0,2,0,0,0,0,100,30,41,42,1,4,-1,4,4,4,2,3,3,6,30,12,43,61,67,95,26,43,34
2,0,60,50,-99,-99,50,60,15,-99,50,50,3,99,-1,6,5,6,3,2,5,3,50,22,-6,-6,-6,-6,-6,-6,-6
2,70,0,30,60,50,15,100,60,-99,60,0,1,3,65,4,5,6,1,2,4,1,20,23,90,70,95,100,41,41,61
3,60,15,60,40,70,-99,60,85,60,40,15,0,4,55,3,4,5,1,6,6,3,40,15,-7,-7,-7,-7,-7,-7,-7
2,85,0,50,52,51,50,84,88,50,72,23,8,99,50,5,7,4,2,99,4,1,60,25,70,57,61,77,25,45,0
4,60,15,70,50,50,50,70,75,50,75,30,3,3,-1,4,3,3,1,4,5,3,40,18,40,70,60,50,40,30,30
2,2,85,-99,-99,-99,85,2,16,-99,31,71,2,6,48,3,7,7,3,7,6,99,-1,21,51,41,17,70,85,92,86
2,85,0,0,30,15,50,100,100,0,70,40,2,5,53,7,7,99,3,2,1,1,-1,13,50,50,40,100,50,70,40
4,50,51,-99,-99,50,-99,50,60,-99,50,41,4,99,60,4,99,2,1,1,3,99,-1,12,51,85,61,60,60,50,50
2,40,0,100,50,50,30,85,85,30,85,15,0,4,107,4,5,99,3,4,99,99,-1,2,100,50,70,100,60,0,40
2,30,0,40,30,50,0,85,60,-99,30,0,1,4,-1,6,2,3,1,5,4,1,45,21,100,59,69,85,32,31,47
1,0,98,0,0,0,98,0,0,0,0,62,0,6,-1,4,5,5,3,4,4,4,40,5,30,15,30,50,60,100,85
4,0,85,50,50,30,60,0,15,50,15,85,0,6,50,1,4,7,2,7,6,4,50,21,40,5,60,60,40,85,50
2,0,100,-99,0,0,100,0,0,0,0,100,1,7,-1,1,6,7,3,7,7,7,-1,12,60,15,0,100,85,100,85
3,93,0,32,31,79,1,90,80,-99,84,36,0,2,-1,4,1,2,1,2,3,99,50,11,85,85,52,50,40,1,70
3,0,60,50,50,50,50,0,15,50,50,50,0,6,-1,2,5,5,3,4,6,4,40,13,60,60,70,85,70,85,70
3,70,0,-99,-99,-99,-99,85,60,-99,70,50,3,99,-1,99,99,4,1,2,1,99,40,17,100,75,100,100,50,60,60
2,85,60,-99,-99,50,50,100,100,-99,85,50,0,3,-1,5,3,3,1,4,5,3,-1,7,85,85,85,85,70,70,70
1,70,0,50,50,70,15,70,60,50,60,15,1,2,70,3,3,5,1,6,4,2,-1,17,-6,-6,-6,-6,-6,-6,-6
2,100,0,50,50,100,100,100,100,50,85,0,1,2,47,7,4,1,1,4,3,3,30,23,90,99,80,80,0,0,0
2,85,17,-99,-99,-99,-99,86,85,-99,65,10,1,4,-1,4,6,5,1,3,4,5,50,26,100,50,50,70,50,50,50
2,0,30,60,50,30,85,15,0,50,15,60,1,6,43,2,6,5,1,4,6,7,-1,19,15,30,40,100,40,85,30
2,15,0,50,50,70,0,50,70,50,50,0,3,2,46,4,4,1,1,5,5,2,-1,7,3,63,62,44,18,18,5
1,30,60,50,50,30,85,50,0,-99,50,60,1,4,-1,4,3,4,1,4,4,5,-1,22,51,51,52,100,40,100,52
3,15,15,15,15,15,15,60,15,19,15,15,3,99,-1,99,4,99,3,99,99,99,40,9,-6,-6,-6,-6,-6,-6,-6
1,60,40,50,50,60,40,85,50,50,70,30,1,5,55,3,4,4,3,4,4,2,48,21,50,40,61,100,31,41,41
1,0,100,15,40,60,100,0,0,50,0,100,1,7,-1,3,7,6,3,1,7,5,-1,12,70,15,60,100,85,100,70
4,80,0,50,20,50,80,20,0,60,15,70,2,5,52,3,4,3,1,4,4,2,40,15,70,62,59,66,59,45,34
1,85,2,51,52,86,52,100,84,51,86,2,0,2,-1,4,4,2,1,2,3,1,-1,28,-6,-6,-6,-6,-6,-6,-6
3,1,85,85,51,51,85,2,2,50,1,86,1,6,-1,2,4,1,3,7,7,2,40,15,50,0,85,30,70,85,60
5,50,50,50,50,50,50,15,60,50,60,60,1,4,-1,6,4,1,1,2,5,1,50,24,75,90,0,75,0,60,70
3,15,85,50,50,30,60,15,15,50,15,100,1,6,56,3,7,6,3,4,7,2,50,16,-6,-6,-6,-6,-6,-6,-6
3,30,85,50,50,50,50,70,15,50,50,75,1,4,-1,7,4,4,3,4,4,4,-1,17,50,85,50,100,85,85,85
2,86,6,51,51,72,3,98,97,52,61,2,0,3,55,5,3,1,1,6,4,1,-1,9,66,69,70,71,31,60,51
2,15,90,50,50,50,50,30,30,50,50,50,2,99,-1,99,99,99,3,99,99,99,36,20,30,60,50,50,50,45,50
1,1,0,100,50,2,1,60,70,85,60,30,2,3,-1,6,7,1,1,2,2,1,-1,23,70,60,100,70,30,70,70
1,0,71,-99,-99,-99,-99,29,32,-99,40,86,4,6,48,-9,-9,-9,-9,6,6,4,45,18,16,16,32,-9,-9,69,-9
3,45,50,50,49,50,-99,38,50,-99,50,48,4,99,-1,99,4,4,3,7,6,4,40,25,-7,-7,-7,-7,-7,-7,-7
2,0,100,-99,-99,-99,-99,0,50,-99,-99,-99,0,6,51,7,7,7,3,7,7,1,-1,2,-6,-6,-6,-6,-6,-6,-6
1,0,86,30,50,60,86,16,16,50,31,70,5,6,-1,1,7,7,3,7,7,6,50,-9,-7,-7,-7,-7,-7,-7,-7
2,70,15,70,60,60,70,70,63,62,70,52,4,99,70,99,99,99,2,99,99,99,40,14,-7,-7,-7,-7,-7,-7,-7
2,0,100,-99,-99,-99,50,0,40,40,21,80,1,6,40,99,6,4,2,7,7,2,-1,7,60,3,71,41,61,95,51
2,60,15,50,-99,50,-99,60,85,-99,70,50,0,3,-1,5,3,3,1,3,4,2,48,17,51,60,70,50,41,41,55
2,16,85,53,52,-99,49,9,70,-99,41,70,1,4,-1,7,99,1,3,4,7,4,40,5,49,50,61,50,50,51,38
2,0,70,40,40,40,15,0,0,40,40,40,3,99,10,5,5,4,3,4,7,2,-1,1,3,50,80,70,48,30,2
2,85,0,50,50,85,0,85,70,50,70,0,1,2,65,4,4,3,1,4,4,1,-1,22,60,85,100,70,0,0,15
